nom_departement;nom_zone;nom_station;code_station;polluant;niveau;unite;mesure;etat;date;TZ
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;9;microg/m3;"moyenne journalière";V;2019-06-01;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;8;microg/m3;"moyenne journalière";V;2019-06-02;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;3;microg/m3;"moyenne journalière";V;2019-06-03;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;6;microg/m3;"moyenne journalière";V;2019-06-04;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;5;microg/m3;"moyenne journalière";V;2019-06-05;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;5;microg/m3;"moyenne journalière";V;2019-06-06;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;2;microg/m3;"moyenne journalière";V;2019-06-07;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;2;microg/m3;"moyenne journalière";V;2019-06-08;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;3;microg/m3;"moyenne journalière";V;2019-06-09;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;2;microg/m3;"moyenne journalière";V;2019-06-10;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;6;microg/m3;"moyenne journalière";V;2019-06-11;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;4;microg/m3;"moyenne journalière";V;2019-06-12;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;4;microg/m3;"moyenne journalière";V;2019-06-13;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;5;microg/m3;"moyenne journalière";V;2019-06-14;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;2;microg/m3;"moyenne journalière";V;2019-06-15;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;2;microg/m3;"moyenne journalière";V;2019-06-16;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;6;microg/m3;"moyenne journalière";V;2019-06-17;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;7;microg/m3;"moyenne journalière";V;2019-06-18;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;3;microg/m3;"moyenne journalière";B;2019-06-19;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;3;microg/m3;"moyenne journalière";B;2019-06-20;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;5;microg/m3;"moyenne journalière";V;2019-06-21;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;5;microg/m3;"moyenne journalière";V;2019-06-22;UTC
Vendée;"La Roche-sur-Yon";Delacroix;152;NO2;3;microg/m3;"moyenne journalière";V;2019-06-23;UTC
